4,8,5,0000221000000,5,5,123000,4600,0,0,127600,1,6,1,2,10,4,402000,.,350,5,1,3,2,14,1,50,32000,1,2,3,2,6,2,47,28000
5,1,5,0120011000000,2,2,126306,200,1200,0,127706,1,5,1,1,10,4,195000,.,1320,3,2,1,3,10,1,52,24900,1,1,1,3,1,1,52,102806
5,2,4,0011011000000,4,4,126000,0,3400,0,129400,1,7,1,1,9,4,240000,.,1391,4,1,1,5,2,1,52,50400,1,2,1,5,2,1,52,50000
5,3,7,0310011000000,2,2,124391,718,2000,0,127109,1,5,1,1,10,5,365000,.,997,3,1,3,7,1,1,52,91768,1,2,5,7,3,11,36,35341
5,4,4,0002011000000,4,4,123000,365,1000,0,124365,1,5,1,2,7,3,250000,.,137,5,1,3,7,2,1,48,70355,2,2,3,5,11,1,48,46000
5,5,4,0110011000000,1,1,119431,3328,1565,0,124324,1,6,1,1,10,4,432000,.,1231,3,1,1,6,2,1,52,124324,1,2,1,2,10,1,0,0
5,6,5,1010111000000,3,3,122000,400,3880,0,126280,1,4,1,1,8,4,160000,.,1109,3,1,1,6,7,1,52,67600,2,2,3,7,10,1,52,40200
5,7,5,0020111000000,4,4,121500,0,800,0,122300,1,8,1,1,10,4,386000,.,2218,4,1,1,5,11,1,50,80800,1,2,1,7,3,1,30,32000
5,8,4,0000012000010,3,3,96587,24746,4148,102667,228148,1,4,1,2,10,3,370000,.,1167,4,1,3,7,1,1,52,200000,3,2,3,2,.,13,.,0
6,1,1,0000001000000,1,1,120000,0,0,0,120000,2,6,1,2,8,2,451000,.,513,3,2,1,7,3,11,48,120000,.,.,.,.,.,.,.,.
6,2,3,1000011000000,2,2,119993,0,400,0,120393,1,4,1,1,10,3,170000,.,1051,2,1,1,7,2,1,48,46000,1,2,1,7,3,1,38,74393
6,3,4,0110011000000,1,2,71370,47851,800,0,120021,1,5,1,1,9,4,428000,.,989,3,1,1,6,11,1,40,73599,1,2,1,7,.,13,.,46422
6,4,3,0001011000000,3,3,117161,0,400,0,117561,1,7,1,2,9,3,423000,.,375,4,1,1,7,3,1,48,82900,1,2,1,4,2,1,48,27500
6,5,3,1000011000000,2,2,116876,0,0,0,116876,1,7,1,1,5,2,250000,.,1642,3,2,1,7,3,2,52,36876,1,1,1,7,2,1,52,80000
6,6,2,0000011000000,2,2,114000,2400,0,0,116400,1,3,1,1,7,3,406000,.,877,4,1,3,7,3,1,52,70600,1,2,3,7,3,1,50,45800
6,7,6,0200011011000,2,4,110000,6258,14995,0,131253,1,2,1,1,10,5,381000,.,2218,4,1,3,5,2,1,52,66800,2,2,3,6,2,1,.,46600
6,8,2,0000011000000,2,2,114000,2200,0,0,116200,1,4,1,1,10,4,225000,.,2218,3,1,3,5,9,1,52,49200,2,2,1,5,2,1,52,67000
7,1,2,0000011000000,2,2,116000,0,0,0,116000,1,5,1,1,7,3,250000,.,1600,4,1,3,2,8,1,52,110000,1,2,1,7,7,12,40,6000
7,2,1,0000010000000,1,1,110000,6000,0,0,116000,6,5,2,.,8,2,.,1410,.,5,1,1,7,8,1,50,116000,.,.,.,.,.,.,.,.
7,3,2,0000011000000,2,2,100000,16000,0,0,116000,1,5,1,2,6,3,150000,.,183,4,1,1,5,4,1,52,56000,1,2,1,5,4,1,52,60000
7,4,2,0000011000000,2,2,115000,0,0,0,115000,2,4,1,1,7,2,428000,.,1508,2,1,1,7,2,1,52,45000,4,2,1,7,3,1,52,70000
7,5,4,1000021000000,3,3,115000,0,400,0,115400,1,7,2,.,7,4,.,1913,.,3,1,2,4,4,1,40,50400,1,2,1,2,9,1,24,12000
7,6,4,0101011000000,4,4,113471,626,400,0,114497,1,4,2,.,10,3,.,1434,.,3,1,1,5,1,1,52,83207,1,2,1,3,7,2,40,26798
7,7,5,0021011000000,5,5,112336,0,3600,0,115936,1,7,2,.,9,4,.,1913,.,3,2,3,4,2,1,52,46683,4,1,3,5,3,1,20,40654
7,8,2,0000011000000,2,2,112000,0,0,0,112000,1,3,1,1,10,3,437000,.,2218,4,1,1,7,3,1,52,70000,2,2,1,6,7,1,52,42000
8,1,4,0002011000000,4,4,110432,1318,3016,0,114766,1,4,1,1,10,3,200000,.,2218,4,1,1,2,2,1,52,81718,1,2,1,4,7,12,27,12782
8,2,2,0000011000000,2,2,110500,836,9958,0,121294,1,5,1,1,9,3,405000,.,2218,4,1,1,4,1,1,52,97836,2,2,2,3,7,1,26,23458
8,3,4,0000040000000,4,4,110500,0,6500,0,117000,1,5,1,1,10,4,155000,.,953,3,1,1,2,8,1,52,47000,.,.,.,.,.,.,.,.
8,4,2,0000011000000,2,2,103000,7100,0,2000,112100,1,5,1,1,10,4,160000,.,1608,2,1,1,5,2,1,52,81000,1,2,1,7,3,1,52,31100
8,5,1,0000001000000,1,1,110000,0,0,0,110000,1,7,1,2,8,3,220000,.,258,2,2,1,7,8,1,48,110000,.,.,.,.,.,.,.,.
8,6,2,0000011000000,2,2,110000,0,0,0,110000,1,6,1,2,8,3,380000,.,292,2,2,3,7,3,1,52,50000,1,1,1,7,3,1,52,60000
8,7,2,0000000110000,1,2,85000,24600,0,0,109600,1,6,1,2,8,3,385000,.,446,5,1,1,7,3,1,52,85600,1,2,1,7,7,11,0,24000
8,8,5,1100021000000,3,3,101000,8500,800,0,110300,1,5,1,1,9,3,435000,.,2218,2,1,1,5,3,1,52,54800,4,2,1,3,11,1,52,7000
9,1,5,0110111000000,3,3,108530,0,2300,0,110830,1,4,1,1,10,4,200000,.,1023,3,2,1,4,10,1,52,8530,1,1,1,7,3,1,52,90800
9,2,2,0000001100000,2,2,108330,0,3814,0,112144,1,4,1,1,6,3,170000,.,840,5,1,3,3,2,1,48,22144,1,2,3,3,12,1,48,90000
9,3,4,0000201100000,3,3,105969,2112,400,0,108481,1,4,1,2,8,4,160000,.,220,5,1,1,3,12,1,52,62671,1,2,1,4,11,1,49,26710
9,4,3,0100011000000,2,2,108000,0,0,0,108000,1,4,1,2,9,5,450000,.,494,4,2,1,3,2,1,22,60000,.,.,.,.,.,.,.,.
9,5,4,1010011000000,2,2,104348,1692,2561,0,108601,1,3,1,2,10,4,285000,.,333,3,2,1,7,3,1,40,22721,1,1,1,7,2,1,52,85880
9,6,4,0010111000000,3,3,103677,1416,400,0,105493,5,5,2,.,9,4,.,1913,.,3,1,1,6,2,1,52,53033,1,2,1,3,11,1,52,42208
9,7,2,0000011000000,2,2,100000,5000,0,0,105000,1,2,1,1,7,3,385000,.,2218,2,1,1,7,3,1,50,52000,1,2,1,4,2,1,50,53000
9,8,2,0000002000000,2,2,105000,0,0,0,105000,1,4,1,2,10,4,250000,.,277,2,2,1,2,4,1,52,57000,.,.,.,.,.,.,.,.
10,1,4,0100111000000,2,2,98990,5996,400,60158,165544,1,7,1,2,10,4,379000,.,1000,4,1,3,7,3,1,52,158576,1,2,3,5,.,13,.,0
10,2,6,0030011000100,3,3,103300,1373,9754,0,114427,1,5,1,1,8,3,200000,.,927,3,1,1,3,2,1,52,71350,1,2,2,2,5,1,52,29650
10,3,5,0210011000000,4,4,103900,100,1200,0,105200,1,7,1,2,10,5,438000,.,290,4,1,1,7,3,1,52,96300,2,2,1,4,11,1,52,4000
10,4,4,0101011000000,3,3,103954,0,400,18562,122916,1,5,1,1,10,4,175000,.,1429,3,1,2,5,7,1,52,59542,4,2,1,7,3,1,52,44374
10,5,3,0000030000000,3,3,102865,0,0,0,102865,2,1,2,.,6,3,.,880,.,2,1,1,2,12,1,52,29000,.,.,.,.,.,.,.,.
10,6,4,2000011000000,2,2,102640,216,2808,0,105664,1,2,1,2,10,4,446000,.,317,3,1,1,7,2,1,52,100633,2,2,1,7,3,12,14,5031
10,7,3,1000110000000,2,2,95000,7500,400,0,102900,1,6,1,2,8,3,200000,.,267,3,1,1,6,2,1,52,82900,3,2,1,3,7,1,52,20000
10,8,8,1000114001000,5,5,99668,2476,0,6809,108953,1,7,1,2,6,3,220000,.,292,6,1,3,1,.,13,.,8488,3,2,3,1,8,1,52,12938
11,1,4,1000012000000,2,2,94000,8000,400,0,102400,1,6,1,1,10,4,150000,.,1245,2,2,1,3,.,13,.,0,1,1,5,5,8,1,51,61400
11,2,4,0001111000000,3,3,90654,11259,11427,0,113340,1,5,1,2,8,4,180000,.,196,4,1,1,3,6,1,52,73935,2,2,1,2,.,13,.,0
11,3,4,0200011000000,3,3,101000,0,800,0,101800,1,2,1,1,9,3,225000,.,1150,4,1,1,7,3,1,52,60800,1,2,1,7,3,2,52,40000
11,4,6,0000014000000,4,5,96000,5000,0,23400,124400,1,7,1,2,10,5,427000,.,590,5,2,3,5,2,1,52,20000,.,.,.,.,.,.,.,.
11,5,2,0000011000000,2,2,100374,328,0,0,100702,1,2,1,1,8,2,424000,.,2218,2,1,1,5,6,1,52,72593,1,2,3,4,10,1,52,28109
11,6,4,0001111000000,4,4,100000,0,2567,0,102567,1,6,2,.,8,4,.,1010,.,4,1,3,5,6,1,52,60267,2,2,1,5,10,1,43,25800
11,7,4,0011011000000,3,3,70000,30000,5400,0,105400,1,2,1,1,10,4,397000,.,638,4,1,1,7,3,1,52,90400,3,2,1,7,.,13,.,0
11,8,4,1010011000000,1,1,100000,0,800,0,100800,2,1,1,2,5,2,437000,.,1178,3,1,1,7,3,2,45,100800,4,2,1,5,.,13,.,0
12,1,3,0100011000000,2,2,100000,0,400,0,100400,1,3,1,1,10,3,250000,.,1170,3,1,3,6,5,1,52,50400,1,2,3,7,3,1,52,50000
12,2,6,2020011000000,2,2,100000,0,1300,0,101300,1,7,1,1,10,4,240000,.,2218,3,2,1,5,7,1,50,22100,1,1,1,5,7,1,50,79200
12,3,5,1110011000000,1,1,100000,0,1000,0,101000,1,6,1,1,10,4,265000,.,1623,3,1,1,7,3,1,52,101000,1,2,1,7,.,13,.,0
12,4,3,0100011000000,1,1,98958,975,400,0,100333,1,7,1,1,10,4,393000,.,2218,3,1,1,2,1,1,52,100333,1,2,1,2,.,13,.,0
12,5,5,1000011110000,3,3,99883,0,8587,0,108470,1,3,1,2,9,5,230000,.,171,5,1,1,2,12,1,46,65000,1,2,1,2,.,13,.,0
12,6,2,0000011000000,2,2,93489,5581,0,0,99070,1,7,1,1,7,2,200000,.,1435,2,2,1,7,3,1,52,34800,1,1,1,7,3,1,52,64270
12,7,4,1100011000000,2,2,93000,6000,800,0,99800,1,7,1,2,10,3,250000,.,224,3,1,1,3,2,1,52,75800,2,2,1,3,.,13,.,24000
12,8,4,0002011000000,4,4,99000,0,3400,0,102400,1,5,1,1,10,4,200000,.,1082,4,1,1,7,3,1,52,72400,1,2,1,5,3,1,20,15000
13,1,2,0010001000000,2,2,99000,0,400,0,99400,1,2,1,1,8,3,408000,.,2218,3,2,5,5,5,1,52,97400,.,.,.,.,.,.,.,.
13,2,2,0000011000000,1,2,13219,85738,0,0,98957,1,5,1,2,10,4,379000,.,490,4,1,1,3,8,1,19,53319,1,2,1,4,13,11,4,45638
13,3,3,0010011000000,2,2,98435,512,1924,0,100871,1,6,1,1,8,3,275000,.,1037,3,1,1,7,2,1,52,61315,1,2,1,5,3,1,44,39556
13,4,2,0000011000000,2,2,98546,173,0,0,98719,4,1,1,1,3,1,379000,.,2218,4,1,1,7,2,1,52,70000,2,2,1,2,2,1,52,28719
13,5,4,0001111000000,4,4,98375,258,7200,0,105833,1,7,1,1,8,3,240000,.,1313,4,1,2,3,6,1,52,38900,1,2,1,2,7,1,52,40000
13,6,3,0000010110000,2,3,98279,0,6610,0,104889,1,4,1,2,10,5,456000,.,408,5,1,1,7,3,1,52,72279,1,2,1,7,.,13,.,6610
13,7,3,1000110000000,1,2,98000,0,3700,0,101700,6,5,1,1,7,3,130000,.,1405,2,1,1,5,2,1,52,98200,2,2,1,5,9,1,52,3500
13,8,5,2100011000000,1,2,72000,25500,933,0,98433,1,5,1,2,9,3,170000,.,220,2,1,1,3,2,1,50,73433,1,2,1,3,.,13,.,25000
14,1,5,0100211000000,5,5,97400,0,700,0,98100,5,7,1,1,8,5,440000,.,792,4,1,3,3,6,2,52,53400,2,2,3,5,11,1,12,2800
14,2,3,0000012000000,3,3,97000,0,1000,0,98000,6,6,2,.,6,2,.,1045,.,3,1,1,5,10,1,52,33000,1,2,1,7,4,1,48,38000
14,3,6,0000121001100,4,5,76937,19832,9477,1343,107589,5,5,1,2,10,5,179000,.,425,6,1,3,1,.,13,.,22201,1,2,3,1,.,13,.,5284
14,4,4,0000121000000,4,4,92000,4050,0,0,96050,1,5,1,2,10,3,399000,.,450,5,1,3,3,9,2,52,33000,2,2,3,2,8,1,52,28000
14,5,1,0001000000000,1,1,96000,0,0,0,96000,2,6,1,1,3,1,110000,.,1110,1,1,1,4,8,1,52,96000,.,.,.,.,.,.,.,.
14,6,6,0111111000000,5,5,94255,1516,28468,6558,130797,1,7,1,2,10,5,428000,.,267,4,1,3,3,13,1,40,30800,2,2,3,5,11,1,40,27877
14,7,4,0200011000000,2,2,85950,9443,800,0,96193,1,5,1,1,9,3,215000,.,2218,3,1,3,7,2,1,52,78585,4,2,1,7,4,1,47,17608
14,8,6,0200022000000,3,3,94000,880,1950,0,96830,1,4,1,1,10,5,396000,.,1225,3,1,3,7,3,1,52,55030,2,2,3,7,3,12,.,14550
15,1,3,0001000110000,1,3,52903,41825,0,0,94728,2,4,2,.,4,2,.,1115,.,5,1,1,7,3,1,52,65494,1,2,1,7,.,13,.,28888
15,2,3,0000111000000,3,3,97000,-2400,0,0,94600,1,5,1,1,6,3,180000,.,1541,5,1,1,2,12,2,52,50600,2,2,1,2,10,2,52,22000
15,3,2,0000020000000,2,2,94542,0,0,0,94542,2,4,2,.,4,2,.,1278,.,3,1,1,7,4,1,52,45818,.,.,.,.,.,.,.,.
15,4,3,0000002100000,3,3,85179,8750,0,0,93929,1,5,1,2,9,4,369000,.,344,5,1,3,7,3,1,52,54331,1,2,3,2,10,1,52,20000
15,5,3,0000111000000,3,3,93728,0,0,0,93728,1,4,1,2,9,4,200000,.,366,4,1,1,3,7,1,52,32630,1,2,1,3,10,1,52,32098
15,6,4,0000011000011,2,4,76093,17513,10911,2758,107275,1,2,1,1,10,5,385000,.,983,3,2,1,5,4,1,52,35560,1,1,3,7,4,4,.,41426
15,7,3,1000011000000,2,2,93533,0,400,0,93933,1,7,1,2,7,3,386000,.,278,3,1,1,7,9,1,52,66161,1,2,1,6,4,1,52,27772
15,8,3,1000011000000,2,2,93000,500,4200,0,97700,1,2,1,2,7,3,429000,.,374,3,1,3,6,8,1,52,65200,1,2,1,4,11,1,21,32500
16,1,4,1000012000000,3,3,92337,1033,7081,399,100850,1,7,1,1,10,3,299000,.,2218,2,1,1,3,2,1,42,65787,1,2,1,5,11,1,36,27383
16,2,8,0221111000000,4,4,93000,0,2029,0,95029,1,5,1,1,8,5,225000,.,2218,3,1,3,7,3,1,50,74029,4,2,3,7,.,13,.,0
16,3,2,0000011000000,2,2,93000,0,0,0,93000,1,5,1,1,8,2,453000,.,2218,5,1,1,3,11,1,52,80000,2,2,1,3,.,10,.,13000
16,4,4,0020011000000,2,2,92826,0,800,0,93626,1,5,1,1,10,3,180000,.,1072,2,1,1,2,6,1,52,64464,1,2,1,2,6,1,52,29162
16,5,4,1000012000000,2,3,82000,10600,9200,0,101800,5,7,1,1,7,5,245000,.,2218,2,2,3,5,.,13,.,2400,1,1,5,5,5,1,50,64400
16,6,2,0000001100000,2,2,84089,8223,0,0,92312,2,3,2,.,5,2,.,1040,.,5,1,1,7,8,1,52,69232,2,2,1,4,3,1,52,23080
16,7,5,0120011000000,2,2,92188,0,1422,0,93610,1,4,1,1,9,4,165000,.,724,2,1,1,5,12,1,49,81200,1,2,1,3,12,1,36,12410
16,8,2,0000011000000,2,2,90500,1600,1000,0,93100,1,5,1,1,8,3,290000,.,2218,4,1,1,7,3,1,52,43300,2,2,1,7,3,1,52,49800
17,1,6,0200121000000,4,4,92000,0,1082,0,93082,1,5,1,2,8,5,250000,.,254,3,1,3,3,13,1,52,25082,1,2,3,3,8,1,52,22000
17,2,4,0000110001100,3,4,77121,14450,13746,3315,108632,1,2,1,2,7,4,444000,.,361,6,1,1,7,3,1,52,57496,1,2,1,3,.,13,.,17956
17,3,5,0000112000010,3,4,88952,2600,9669,0,101221,1,5,1,2,8,5,403000,.,175,2,2,1,2,10,1,50,41787,.,.,.,.,.,.,.,.
17,4,3,0010011000000,2,2,91000,0,3304,0,94304,6,5,1,1,7,3,160000,.,811,2,1,1,5,3,1,52,70400,4,2,1,5,3,1,48,23904
17,5,5,0300011000000,2,2,90000,900,1200,0,92100,1,6,1,1,10,4,250000,.,2218,2,2,1,6,2,1,52,40450,4,1,1,7,3,1,52,51650
17,6,4,0000012100000,4,4,90434,0,10716,0,101150,1,3,1,1,8,3,359000,.,1267,5,1,1,5,7,1,52,28100,2,2,1,7,4,1,41,26128
17,7,4,0110011000000,2,2,90000,0,800,0,90800,1,7,1,2,7,3,125000,.,533,4,1,1,7,4,1,52,70800,1,2,1,6,11,1,52,20000
17,8,4,0002011000000,4,4,90000,0,0,0,90000,1,5,1,1,5,3,170000,.,869,4,1,3,6,14,1,52,47000,1,2,3,2,11,2,40,41000
18,1,3,0000011010000,2,2,90000,0,0,0,90000,1,7,1,1,8,5,405000,.,2218,2,1,3,7,2,1,52,50000,1,2,1,3,10,1,52,40000
18,2,2,0000011000000,2,2,79050,9796,0,0,88846,1,3,1,2,9,4,431000,.,233,5,1,2,5,9,1,50,44423,2,2,3,5,7,1,50,44423
18,3,2,0000011000000,2,2,83545,5152,0,0,88697,1,2,1,2,8,2,454000,.,124,3,1,1,7,5,1,52,56598,1,2,1,4,10,1,52,32099
18,4,2,0000000010001,0,2,0,88445,4148,0,92593,1,7,1,2,10,5,375000,.,537,5,2,3,3,.,13,.,55323,.,.,.,.,.,.,.,.
18,5,3,1000011000000,2,2,88000,0,400,0,88400,6,5,1,1,7,3,135000,.,1111,3,1,1,5,6,1,52,44400,1,2,1,5,2,1,52,44000
18,6,4,0001011100000,3,3,88000,0,0,0,88000,1,5,1,2,10,5,359000,.,167,5,1,3,1,10,1,52,30000,1,2,3,1,.,13,.,0
18,7,5,0020111000000,3,3,72600,15000,1200,0,88800,1,2,1,1,10,5,180000,.,833,4,1,3,5,9,1,40,85200,2,2,3,5,8,1,10,3000
18,8,2,0000011000000,2,2,87000,0,0,0,87000,6,7,1,1,7,3,220000,.,793,2,1,3,6,11,1,48,35000,4,2,3,7,4,1,44,52000
19,1,3,0000011000001,3,3,66099,20753,8419,1077,96348,4,7,2,.,9,4,.,995,.,2,2,1,4,2,1,52,35000,1,1,1,7,3,1,52,30000
19,2,6,0111111000000,4,4,86111,572,800,0,87483,1,5,1,2,9,4,289000,.,299,4,2,1,3,7,1,52,24279,1,1,1,6,9,2,52,43509
19,3,4,0110011000000,3,3,86229,338,2048,0,88615,1,5,1,1,10,4,280000,.,819,3,1,1,7,2,1,52,59809,1,2,1,3,10,1,50,25975
19,4,4,1010011000000,2,2,71000,15134,6594,0,92728,1,2,1,2,10,4,449000,.,200,3,1,3,5,4,1,45,82228,1,2,1,3,13,11,20,10500
19,5,3,0001011000000,3,3,75433,10595,0,0,86028,1,3,1,2,8,3,378000,.,406,4,1,3,5,4,1,52,50618,1,2,3,5,7,1,52,31959
19,6,2,0000011000000,2,2,80000,6000,0,0,86000,2,4,2,.,3,1,.,1006,.,3,1,3,7,3,1,52,65000,2,2,1,7,3,1,48,21000
19,7,3,0100011000000,2,3,85803,54,400,0,86257,1,7,1,1,9,3,235000,.,1219,3,1,1,7,2,1,52,85053,1,2,1,2,7,1,0,54
19,8,2,0000011000000,2,2,84500,1000,0,0,85500,1,5,1,1,7,3,230000,.,1104,4,1,3,5,12,1,52,55000,1,2,3,5,10,1,52,30500
20,1,3,0000021000000,3,3,80500,4920,1653,0,87073,1,5,1,2,7,4,416000,.,308,4,1,3,6,10,1,52,39250,1,2,3,6,14,1,52,35000
20,2,2,0000001100000,1,2,62770,22550,0,0,85320,1,7,1,2,10,4,265000,.,414,5,1,3,5,7,1,52,73370,1,2,3,2,.,13,.,11950
20,3,8,1210022000000,3,3,85148,0,20400,0,105548,1,8,1,1,10,5,200000,.,1600,3,1,3,5,9,1,42,60600,2,2,3,3,13,1,25,22800
20,4,3,0001011000000,2,2,45899,39212,12392,0,97503,1,5,1,2,9,4,250000,.,355,4,1,1,7,5,1,52,89491,1,2,1,3,.,13,.,0
20,5,4,0110011000000,2,2,85000,0,800,0,85800,1,4,1,1,10,3,180000,.,2218,3,1,1,3,12,1,52,45800,2,2,1,3,9,1,52,40000
20,6,6,0013100000000,5,5,84371,65,755,500,85691,1,3,2,.,9,4,.,1115,.,1,2,1,5,3,2,52,31542,1,1,1,5,8,1,52,18427
20,7,4,1010011000000,2,2,84320,0,800,0,85120,1,2,1,1,5,2,200000,.,1435,3,1,1,7,3,1,48,84800,1,2,1,7,3,1,8,320
20,8,2,0000011000000,2,2,84000,0,0,0,84000,5,1,1,1,9,3,250000,.,2218,3,1,1,7,4,1,52,63000,1,2,1,7,2,1,52,21000
21,1,1,0000000000100,0,1,0,83850,19848,16302,120000,2,7,1,2,4,2,457000,.,646,6,2,1,3,.,13,.,120000,.,.,.,.,.,.,.,.
21,2,3,0002001000000,3,3,77569,5954,4370,0,87893,1,4,1,1,8,4,170000,.,1160,3,2,1,7,2,1,52,56000,.,.,.,.,.,.,.,.
21,3,2,0000011000000,2,2,79000,4514,0,0,83514,1,5,1,2,8,3,200000,.,245,3,1,1,3,2,1,48,46169,1,2,1,3,7,1,50,37345
21,4,4,0020011000000,2,2,73368,9966,800,0,84134,1,7,1,2,10,5,438000,.,450,3,1,1,5,3,1,52,54855,1,2,1,6,13,1,50,29279
21,5,2,0000011000000,2,2,82417,784,0,0,83201,1,5,1,2,7,3,225000,.,303,4,1,1,7,3,1,52,50546,1,2,1,3,10,1,52,32655
21,6,2,0000011000000,2,2,82002,1078,0,0,83080,1,7,1,1,6,2,437000,.,967,3,2,1,7,3,2,52,50814,1,1,1,7,3,1,52,32266
21,7,2,0000011000000,2,2,83000,0,0,0,83000,1,5,1,2,10,4,368000,.,387,4,1,1,7,2,1,52,55000,2,2,1,3,7,1,52,28000
21,8,6,0300021000000,3,3,83000,0,1200,970,85170,1,3,2,.,6,3,.,1042,.,3,2,3,5,14,1,33,22000,1,1,3,5,12,2,49,55200
22,1,5,2000011000001,2,3,80000,3000,10489,0,93489,1,5,1,2,10,4,260000,.,200,3,1,3,5,2,1,52,41400,1,2,3,7,2,1,52,41000
22,2,2,0000011000000,2,2,82400,320,0,0,82720,1,7,1,1,10,3,200000,.,1411,2,2,1,7,3,1,52,38200,1,1,1,7,2,1,52,44520
